date,id,daily_budget,spend,impressions,clicks,installs,gross_revenue_iap_cohort,net_revenue_iap_cohort,purchases_cohort,purchasers_cohort,ad_revenue_cohort,net_revenue_cohort,net_revenue_d0,net_revenue_d1,net_revenue_d2,net_revenue_d3,net_revenue_d4,net_revenue_d5,net_revenue_d6,net_revenue_d7,net_revenue_d8,net_revenue_d9,net_revenue_d10,net_revenue_d11,net_revenue_d12,net_revenue_d13,net_revenue_d14,net_revenue_d15,net_revenue_d16,net_revenue_d17,net_revenue_d18,net_revenue_d19,net_revenue_d20,net_revenue_d21,net_revenue_d22,net_revenue_d23,net_revenue_d24,net_revenue_d25,net_revenue_d26,net_revenue_d27,net_revenue_d28,net_revenue_d56,net_revenue_d84,net_revenue_d112,net_revenue_d196,net_revenue_d280,net_revenue_d364,purchases_d0,purchases_d1,purchases_d2,purchases_d3,purchases_d4,purchases_d5,purchases_d6,purchases_d7,purchases_d8,purchases_d9,purchases_d10,purchases_d11,purchases_d12,purchases_d13,purchases_d14,purchases_d15,purchases_d16,purchases_d17,purchases_d18,purchases_d19,purchases_d20,purchases_d21,purchases_d22,purchases_d23,purchases_d24,purchases_d25,purchases_d26,purchases_d27,purchases_d28,purchases_d56,purchases_d84,purchases_d112,purchases_d196,purchases_d280,purchases_d364,purchasers_d0,purchasers_d1,purchasers_d2,purchasers_d3,purchasers_d4,purchasers_d5,purchasers_d6,purchasers_d7,purchasers_d8,purchasers_d9,purchasers_d10,purchasers_d11,purchasers_d12,purchasers_d13,purchasers_d14,purchasers_d15,purchasers_d16,purchasers_d17,purchasers_d18,purchasers_d19,purchasers_d20,purchasers_d21,purchasers_d22,purchasers_d23,purchasers_d24,purchasers_d25,purchasers_d26,purchasers_d27,purchasers_d28,purchasers_d56,purchasers_d84,purchasers_d112,purchasers_d280,purchasers_d364
2019-08-24,89708230609703517,629,6.02,4671,48,33,19.98,13.992,2,2,0.8527,14.8447,14.1834,14.1996,14.2448,14.2668,14.3097,14.3292,14.3307,14.3307,14.3307,14.3307,14.3307,14.3307,14.3385,14.3671,14.3809,14.3919,14.3952,14.4088,14.4148,14.4442,14.4598,14.5136,14.5475,14.5711,14.605,14.6174,14.6319,14.6795,14.6835,14.7737,14.8027,14.8027,14.8447,14.8447,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2020-06-13,89708853318503517,10000,107.13,9232,83,52,185.85,130.2065,15,6,22.0677,152.2742,56.4297,66.3765,72.7453,145.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-20,89708230609703517,4017,36.88,34087,616,343,196.61,126.7351,39,10,13.9862,140.7213,26.5294,56.0004,63.1057,84.1793,90.5306,96.6503,105.6485,116.4118,120.1528,123.1716,123.4334,123.5756,123.7304,123.8162,124.0456,124.969,125.1604,125.3511,125.5214,129.1988,129.3411,129.4189,129.5797,129.6905,129.8851,129.9725,130.1304,130.237,130.3368,134.6589,135.018,139.1945,139.3977,0.2463,0.0948,8.0,18.0,20.0,25.0,26.0,27.0,29.0,32.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,0.0,0.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0
2019-08-06,89701377223703517,687,7.2,4890,42,25,9.99,7.001,1,1,2.8573,9.8583,0.129,0.1687,0.5131,0.5658,0.8359,0.9862,1.2495,1.3967,2.0536,2.0696,2.1753,2.189,2.2483,2.2641,2.3478,2.366,2.376,2.4514,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4645,2.4674,2.4674,2.4674,9.4684,7.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-08-05,89705807194703517,939,8.78,4756,81,44,9.99,6.993,1,1,1.2553,8.2483,0.4434,0.6155,0.6941,0.8594,0.8827,8.0027,8.1331,8.1361,8.1521,8.1631,8.1635,8.1635,8.1644,8.1644,8.1698,8.1698,8.1698,8.1698,8.1786,8.1821,8.1821,8.1821,8.1821,8.1821,8.1926,8.1926,8.1926,8.1926,8.2201,8.2483,8.2483,8.2483,8.2483,8.2483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2020-03-03,89701377223703517,12500,123.13,25378,351,148,158.7,99.8713,30,11,31.8032,131.6744,46.1913,54.6533,55.7116,56.9548,57.6428,58.0901,58.754,76.7349,77.2576,78.3339,79.3793,91.9751,92.2807,92.5807,92.7097,92.8391,92.9555,93.0609,93.2758,93.3852,93.4868,93.5395,93.5665,93.8316,94.128,100.2636,100.4349,100.8636,100.9878,116.181,118.4222,0.0,0.0,0.0306,0.0,11.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,28.0,28.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0
2020-01-11,89701676509703517,9246,96.99,15235,323,213,242.51,169.9025,49,19,42.3151,212.2176,54.1318,72.9445,77.8993,87.9608,98.1455,106.83,113.2135,115.8849,117.0389,117.8402,125.4422,125.8185,126.0668,126.7336,127.3781,134.809,135.4912,143.5614,151.1692,151.4899,158.9404,159.147,159.4312,159.544,159.8619,159.9606,167.2694,174.6174,174.8933,208.7634,209.4243,209.6801,0.0,0.0,0.0,15.0,22.0,25.0,29.0,33.0,34.0,37.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,42.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,46.0,46.0,49.0,49.0,49.0,0.0,0.0,0.0,13.0,13.0,14.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,0.0,0.0
2019-09-03,89705807194703517,1836,15.71,16465,183,135,25.87,17.468,13,9,3.3696,20.8376,8.3663,8.7238,9.6999,9.816,13.9898,14.1178,14.2687,14.303,14.3124,14.3217,14.3217,14.3217,14.3217,14.3415,14.3451,14.353,14.353,14.353,14.353,14.353,14.3602,14.3765,14.3854,14.4071,14.411,14.4149,14.424,14.4303,14.4443,14.6056,14.6559,14.6559,18.7343,18.6077,3.9462,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,2.0
2019-08-30,89705807194703517,775,7.68,5856,74,43,0.0,0.0,0,0,0.4039,0.4039,0.1332,0.2352,0.3314,0.3453,0.3717,0.3767,0.3767,0.3767,0.3767,0.3767,0.3792,0.3792,0.3792,0.3792,0.3806,0.3806,0.3817,0.3817,0.3817,0.3817,0.3817,0.3817,0.3817,0.3817,0.3817,0.3833,0.3833,0.3833,0.3833,0.3833,0.3833,0.3833,0.3833,0.3922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,89704676509703517,5911,54.98,7170,68,45,72.84,51.0317,16,8,16.8634,67.8951,3.8714,5.5331,7.2156,8.4753,9.2913,10.0727,10.6879,11.0955,11.876,12.0511,12.4683,12.8692,13.4122,13.7401,14.0822,18.0013,32.0584,32.3829,32.3829,32.947,33.085,33.4397,33.8081,34.0822,34.1637,34.1907,34.2214,34.3436,34.3735,35.3923,31.0444,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0
2019-12-02,89704676509703517,7625,70.26,7323,160,95,273.72,191.7682,28,7,26.2034,217.9716,72.2064,87.7023,96.7094,98.0366,102.9363,117.7632,146.9643,147.6506,148.7699,163.7532,168.1565,183.1147,183.9324,184.2957,185.1448,185.6687,185.8385,185.8385,185.9034,185.9701,186.2341,186.426,186.5753,187.0623,187.2235,187.289,187.6099,187.7374,187.7677,206.9767,207.4659,207.4933,204.5496,0.0,0.6477,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,20.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0
2019-12-14,89708230609703517,3234,30.22,24257,635,275,86.78,51.8475,24,11,35.2264,87.0739,10.8346,12.9544,31.6543,35.377,36.4325,41.0547,41.7746,43.1195,44.3711,44.7654,56.8591,57.3461,57.727,58.1387,58.6335,58.967,62.807,63.0029,63.3628,63.8409,64.5809,65.0025,65.4798,66.0072,66.3812,66.7608,67.1046,67.5749,68.0503,73.5003,76.4021,81.5174,1.0887,1.7985,0.0882,6.0,7.0,9.0,13.0,13.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,0.0,0.0,0.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,0.0
2019-08-06,89708853318503517,1125,12.17,1031,7,5,20.97,14.6916,3,3,0.5069,15.1985,7.0552,7.0927,7.9007,14.9647,14.9647,15.0044,15.0044,15.0044,15.0044,15.026,15.026,15.026,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1694,15.1985,15.1985,15.1985,15.1985,15.1985,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
2019-07-31,89701377223703517,915,8.75,3861,44,26,65.95,38.846,5,2,2.4571,41.3031,4.1093,4.4717,16.3503,16.5183,17.0101,28.7519,29.2841,29.4999,29.5202,29.5227,29.5423,29.5454,29.5525,29.5525,29.5567,29.5567,29.5667,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,29.5783,41.2675,41.2675,41.2719,41.2915,41.2915,0.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2020-01-05,89701676509703517,10633,109.97,18670,341,184,295.41,206.9642,59,22,50.2698,257.234,42.9819,53.6342,63.4429,64.854,76.3645,93.5152,102.3092,125.2522,128.5883,139.9633,140.8222,141.8525,146.2564,147.1598,154.7784,155.4708,156.0566,156.5247,156.7469,157.405,161.6062,162.4678,163.5878,164.4097,164.9518,165.5932,173.1383,173.6071,181.3052,207.2081,214.6327,216.8052,0.0,0.0228,0.0228,12.0,15.0,18.0,19.0,21.0,27.0,28.0,32.0,35.0,37.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0,42.0,43.0,51.0,53.0,54.0,0.0,0.0,0.0,6.0,9.0,12.0,12.0,14.0,16.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,0.0,0.0
2020-02-17,89705807194703517,12500,121.72,37683,497,269,145.69,89.4891,31,16,29.7233,119.2124,29.5268,50.6053,53.1156,67.93,77.2118,78.1504,84.9038,85.5865,86.0163,92.8489,96.5739,97.1294,97.6015,98.5991,98.7347,98.9796,99.1033,99.1823,99.1999,99.2724,99.3605,99.4184,99.4404,99.4624,99.498,99.5146,99.5868,99.6521,99.7079,100.3968,100.5323,100.4202,0.0,0.0,0.0076,9.0,17.0,18.0,20.0,22.0,22.0,23.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,6.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0
2020-05-23,89704469509703517,8220,82.66,15017,166,75,106.78,65.9994,22,9,21.14,87.1394,48.9763,67.9644,69.2189,70.0618,70.7264,71.0288,74.9554,75.4179,75.8953,76.2365,76.4452,77.1028,77.3412,77.8091,77.9277,78.3463,78.7141,78.7361,78.8975,78.9687,78.9687,78.3462,78.3462,78.374,55.0823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-20,89708853318503517,4137,48.57,4656,55,40,283.72,198.7742,28,10,16.2675,215.0417,16.8144,36.4532,37.2947,38.2332,38.9498,42.8138,49.9672,54.308,54.8659,55.4633,56.0655,56.3668,56.4407,56.7464,57.075,57.2983,57.47,57.864,57.9479,57.9479,58.1003,58.3553,58.7118,58.7118,58.7118,59.4757,59.4757,66.4747,73.4737,122.5527,122.5527,143.5809,143.5809,145.2937,0.0,3.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,17.0,17.0,20.0,20.0,20.0,0.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0
2020-02-05,89705807194703517,8990,91.01,34048,548,310,91.78,59.1335,22,11,42.1344,101.2679,25.9722,52.3191,60.0772,67.7524,68.9225,69.9005,70.6689,71.4547,72.2347,72.6106,72.9188,73.1827,73.409,73.8932,74.4455,74.5213,74.7801,74.7868,74.8249,74.8729,74.9779,75.3117,75.5461,75.6035,75.6528,75.6722,75.7597,75.7993,75.8324,77.4813,78.1827,80.4387,0.028,0.1945,0.1292,7.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,19.0,0.0,0.0,0.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,0.0,0.0
2019-08-30,89704469509703517,775,7.82,1657,15,7,0.0,0.0,0,0,0.4112,0.4112,0.0678,0.1226,0.1364,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3093,0.3434,0.3434,0.4112,0.4112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-08,89705807194703517,1631,16.75,21861,217,133,45.9,30.2642,10,8,8.3636,38.6278,11.5315,12.1462,13.5924,14.008,14.3214,14.4952,14.6293,14.9599,15.3342,15.723,22.5456,22.6011,22.6722,23.1412,23.219,23.266,23.3296,23.39,23.691,23.7531,23.9029,24.3933,24.8894,25.2998,25.4355,25.5864,25.5864,25.5864,25.5864,25.6096,25.6208,25.6208,25.6391,24.809,0.0043,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0
2020-02-02,89704469509703517,9042,93.25,19289,293,147,267.65,169.6459,35,15,55.0012,224.6471,102.2969,120.1206,138.0575,147.6151,149.696,152.4035,161.9045,164.0533,166.229,167.8937,168.9268,169.345,169.8563,170.5331,170.8086,171.0684,171.4198,172.05,172.3913,172.8929,177.0668,177.6194,177.871,178.4526,178.9902,179.837,180.0674,180.7033,181.0946,188.6245,189.8985,190.1419,0.0,0.0,0.1418,13.0,15.0,22.0,26.0,26.0,26.0,28.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,8.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0
2020-05-02,89701457509703517,8238,84.68,15750,95,52,40.95,28.6896,5,2,18.3985,47.088,23.7291,25.9117,27.2213,32.1361,33.3404,34.2749,34.6214,35.608,36.1078,36.2799,36.3951,37.0519,37.1949,37.2649,44.728,45.0596,45.3414,45.48,45.6602,45.6969,45.8142,45.8142,46.0047,46.0047,46.0752,46.2066,46.2426,46.2426,46.2426,0.0,0.0,0.0,0.0,0.0,0.1908,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-10-18,89701377223703517,2253,20.58,6967,92,51,20.97,12.1332,3,1,12.1628,24.296,0.9046,1.6656,2.5941,3.0385,3.544,4.6398,5.5564,6.0159,6.5181,6.9269,7.529,7.8917,8.5793,8.9946,9.6499,9.7562,9.9529,10.2522,10.5465,10.7464,11.0283,11.0324,11.1488,11.1942,11.5684,11.6687,11.6687,11.781,11.8261,23.4959,23.5404,23.5521,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2019-08-11,89708230609703517,1579,17.25,19522,258,140,15.92,11.144,8,3,2.0106,13.1546,0.3245,0.4701,1.2059,1.2363,1.2512,1.2552,1.3287,1.4084,1.4551,1.475,1.5671,1.5942,1.665,1.7134,1.7241,1.77,1.8239,1.8566,1.8788,1.8878,1.9141,1.9141,1.9349,1.9479,1.9484,1.9484,1.9484,1.9562,1.9691,2.0316,2.0577,2.066,12.103,12.14,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
2019-07-27,89705419609703517,4301,44.64,4492,40,31,57.9,40.5647,10,3,3.0037,43.5685,0.3488,1.5719,1.7426,1.8161,5.5993,5.8986,5.9949,20.1146,20.4709,31.1381,41.8143,42.6178,42.6178,42.6656,42.7392,42.7627,42.7627,42.7627,42.7627,42.7627,42.7627,42.7627,42.7627,42.7627,42.7821,42.7821,42.7821,42.7821,42.8035,42.8225,42.8225,42.8225,42.8225,42.8479,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
